,FullClassPath,Project_x,SpeculativeGenerality,BaseClassKnowsDerivedClass,MessageChains,LongParameterList,SpaghettiCode,BaseClassShouldBeAbstract,LongMethod,ClassDataShouldBePrivate,TraditionBreaker,ManyFieldAttributesButNotComplex,RefusedParentBequest,SwissArmyKnife,Blob,AntiSingleton,ComplexClass,LargeClass,FunctionalDecomposition,LazyClass,classname2,Fullpathname,Project_y,Classname,loc,numAttr,numMethod,setters,getters,isPersist,isCollection,numWordName,isOrEr,isController,numIfs,numParameters,numImports,numOutboundInvocation,numInnerClasses,isStaticClass,isInterface,isInnerClass,isClass,isEnum,classPublicity,numPublicMethods,numPrivateMethods,numProtectedMethods,isAbstract,label
1011,org.gnucash.android.ui.transaction.dialog.TransferFundsDialogFragment,gnucash-android-v2.4.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,TransferFundsDialogFragment,gnucash-android-v2.4.1/app/src/main/java/org/gnucash/android/ui/transaction/dialog/TransferFundsDialogFragment.java,gnucash-android-2.4.1,TransferFundsDialogFragment,256,18,4,0,1,False,False,4,False,False,6,7,32,28,0.0,True,False,False,True,False,public,0,0,0,False,Interfacer
1012,org.gnucash.android.ui.util.CursorRecyclerAdapter,gnucash-android-v2.4.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,CursorRecyclerAdapter,gnucash-android-v2.4.1/app/src/main/java/org/gnucash/android/ui/util/CursorRecyclerAdapter.java,gnucash-android-2.4.1,CursorRecyclerAdapter,368,8,16,1,5,False,False,3,True,False,20,13,8,5,0.0,True,False,False,True,False,public,0,0,0,True,Service Provider
1013,org.gnucash.android.ui.util.RecurrenceParser,gnucash-android-v2.4.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,RecurrenceParser,gnucash-android-v2.4.1/app/src/main/java/org/gnucash/android/ui/util/RecurrenceParser.java,gnucash-android-2.4.1,RecurrenceParser,135,7,3,0,0,True,False,2,True,False,5,4,11,2,0.0,True,False,False,True,False,public,0,0,0,False,Service Provider
1014,org.gnucash.android.ui.util.widget.TransactionTypeSwitch,gnucash-android-v2.4.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,TransactionTypeSwitch,gnucash-android-v2.4.1/app/src/main/java/org/gnucash/android/ui/util/widget/TransactionTypeSwitch.java,gnucash-android-2.4.1,TransactionTypeSwitch,194,2,6,3,2,False,False,3,False,False,5,5,13,8,0.0,True,False,False,True,False,public,0,0,0,False,Service Provider
1015,org.gnucash.android.ui.wizard.CurrencySelectFragment,gnucash-android-v2.4.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CurrencySelectFragment,gnucash-android-v2.4.1/app/src/main/java/org/gnucash/android/ui/wizard/CurrencySelectFragment.java,gnucash-android-2.4.1,CurrencySelectFragment,107,4,7,0,0,False,False,3,False,False,1,11,12,3,0.0,True,False,False,True,False,public,0,0,0,False,Service Provider
1016,org.gnucash.android.ui.wizard.FirstRunWizardModel,gnucash-android-v2.4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,FirstRunWizardModel,gnucash-android-v2.4.1/app/src/main/java/org/gnucash/android/ui/wizard/FirstRunWizardModel.java,gnucash-android-2.4.1,FirstRunWizardModel,76,0,1,0,0,False,False,4,False,False,0,0,11,2,0.0,True,False,False,True,False,public,0,0,0,False,Service Provider
1017,org.gnucash.android.ui.wizard.WelcomePageFragment,gnucash-android-v2.4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,WelcomePageFragment,gnucash-android-v2.4.1/app/src/main/java/org/gnucash/android/ui/wizard/WelcomePageFragment.java,gnucash-android-2.4.1,WelcomePageFragment,38,0,1,0,0,False,False,3,False,False,0,3,7,0,0.0,True,False,False,True,False,public,0,0,0,False,Service Provider
1018,org.gnucash.android.util.AmountParser,gnucash-android-v2.4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,AmountParser,gnucash-android-v2.4.1/app/src/main/java/org/gnucash/android/util/AmountParser.java,gnucash-android-2.4.1,AmountParser,32,0,1,0,0,False,False,2,True,False,1,1,5,3,0.0,True,False,False,True,False,public,0,0,0,False,Service Provider
1019,org.gnucash.android.util.CommoditiesCursorAdapter,gnucash-android-v2.4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CommoditiesCursorAdapter,gnucash-android-v2.4.1/app/src/main/java/org/gnucash/android/util/CommoditiesCursorAdapter.java,gnucash-android-2.4.1,CommoditiesCursorAdapter,55,0,1,0,0,False,False,3,True,False,0,3,9,1,0.0,True,False,False,True,False,public,0,0,0,False,Service Provider
1020,org.socialnetlib.android.SocialNetApi,TweetLanes-v1.4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,SocialNetApi,TweetLanes-1.4.1/android/libraries/SocialNetLib/src/org/socialnetlib/android/SocialNetApi.java,TweetLanes-1.4.1,SocialNetApi,766,17,66,8,25,False,False,3,False,False,7,108,39,25,0.0,True,False,False,True,False,public,0,0,0,True,Interfacer
1021,org.socialnetlib.android.SocialNetConstant,TweetLanes-v1.4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,SocialNetConstant,TweetLanes-1.4.1/android/libraries/SocialNetLib/src/org/socialnetlib/android/SocialNetConstant.java,TweetLanes-1.4.1,SocialNetConstant,24,0,0,0,0,False,False,3,False,False,0,0,0,0,0.0,True,False,False,True,False,public,0,0,0,False,Information Holder
1022,org.telegram.PhoneFormat.CallingCodeInfo,telegram-v6.1.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,CallingCodeInfo,Telegram-v6.1.1/TMessagesProj/src/main/java/org/telegram/PhoneFormat/CallingCodeInfo.java,Telegram-6.1.1_1946,CallingCodeInfo,123,5,4,0,0,False,False,3,False,False,11,4,1,5,0.0,True,False,False,True,False,public,0,0,0,False,Service Provider
1023,org.telegram.PhoneFormat.PhoneFormat,telegram-v6.1.1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,PhoneFormat,Telegram-v6.1.1/TMessagesProj/src/main/java/org/telegram/PhoneFormat/PhoneFormat.java,Telegram-6.1.1_1946,PhoneFormat,420,10,16,0,1,False,False,2,False,False,36,14,9,25,0.0,True,False,False,True,False,public,0,0,0,False,Service Provider
1024,org.telegram.PhoneFormat.PhoneRule,telegram-v6.1.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,PhoneRule,Telegram-v6.1.1/TMessagesProj/src/main/java/org/telegram/PhoneFormat/PhoneRule.java,Telegram-6.1.1_1946,PhoneRule,101,11,3,0,0,False,False,2,False,False,9,3,0,5,0.0,True,False,False,True,False,public,0,0,0,False,Service Provider
1025,org.telegram.PhoneFormat.RuleSet,telegram-v6.1.1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,RuleSet,Telegram-v6.1.1/TMessagesProj/src/main/java/org/telegram/PhoneFormat/RuleSet.java,Telegram-6.1.1_1946,RuleSet,138,5,2,0,0,False,False,2,False,False,24,8,3,10,0.0,True,False,False,True,False,public,0,0,0,False,Service Provider
1026,org.telegram.messenger.AndroidUtilities,telegram-v6.1.1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,2,0,0,0,AndroidUtilities,Telegram-v6.1.1/TMessagesProj/src/main/java/org/telegram/messenger/AndroidUtilities.java,Telegram-6.1.1_1946,AndroidUtilities,3332,46,142,13,27,False,False,2,False,False,376,217,130,262,0.0,True,False,False,True,False,public,0,0,0,False,Interfacer
1027,org.telegram.messenger.AppStartReceiver,telegram-v6.1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,AppStartReceiver,Telegram-v6.1.1/TMessagesProj/src/main/java/org/telegram/messenger/AppStartReceiver.java,Telegram-6.1.1_1946,AppStartReceiver,29,0,1,0,0,False,False,3,True,False,2,2,3,6,0.0,True,False,False,True,False,public,0,0,0,False,Service Provider
1028,org.telegram.messenger.ApplicationLoader,telegram-v6.1.1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,ApplicationLoader,Telegram-v6.1.1/TMessagesProj/src/main/java/org/telegram/messenger/ApplicationLoader.java,Telegram-6.1.1_1946,ApplicationLoader,499,12,15,0,3,False,False,2,True,False,40,2,25,53,0.0,True,False,False,True,False,public,0,0,0,False,Service Provider
1029,org.telegram.messenger.AuthenticatorService,telegram-v6.1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,AuthenticatorService,materialistic-v3.3/app/src/main/java/materialistic/accounts/AuthenticatorService.java,materialistic-3.3,AuthenticatorService,38,1,2,0,0,False,False,2,False,False,0,1,4,2,0.0,True,False,False,True,False,public,0,0,0,False,Service Provider
1031,org.telegram.messenger.AutoMessageHeardReceiver,telegram-v6.1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,AutoMessageHeardReceiver,Telegram-v6.1.1/TMessagesProj/src/main/java/org/telegram/messenger/AutoMessageHeardReceiver.java,Telegram-6.1.1_1946,AutoMessageHeardReceiver,58,0,1,0,0,False,False,4,True,False,4,2,4,11,0.0,True,False,False,True,False,public,0,0,0,False,Service Provider
1032,org.telegram.messenger.AutoMessageReplyReceiver,telegram-v6.1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,AutoMessageReplyReceiver,Telegram-v6.1.1/TMessagesProj/src/main/java/org/telegram/messenger/AutoMessageReplyReceiver.java,Telegram-6.1.1_1946,AutoMessageReplyReceiver,39,0,1,0,0,False,False,4,True,False,3,2,5,3,0.0,True,False,False,True,False,public,0,0,0,False,Service Provider
1033,org.telegram.messenger.Bitmaps,telegram-v6.1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Bitmaps,Telegram-v6.1.1/TMessagesProj/src/main/java/org/telegram/messenger/Bitmaps.java,Telegram-6.1.1_1946,Bitmaps,358,4,6,0,0,False,False,1,False,False,18,23,9,17,0.0,True,False,False,True,False,public,0,0,0,False,Service Provider
1034,org.telegram.messenger.BringAppForegroundService,telegram-v6.1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,BringAppForegroundService,Telegram-v6.1.1/TMessagesProj/src/main/java/org/telegram/messenger/BringAppForegroundService.java,Telegram-6.1.1_1946,BringAppForegroundService,29,0,1,0,0,False,False,4,False,False,0,1,3,0,0.0,True,False,False,True,False,public,0,0,0,False,Service Provider
1035,org.telegram.messenger.BuildVars,telegram-v6.1.1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,BuildVars,Telegram-v6.1.1/TMessagesProj/src/main/java/org/telegram/messenger/BuildVars.java,Telegram-6.1.1_1946,BuildVars,38,14,0,0,0,False,False,2,False,False,1,0,2,0,0.0,True,False,False,True,False,public,0,0,0,False,Information Holder
1036,org.telegram.messenger.CallReceiver,telegram-v6.1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,CallReceiver,Telegram-v6.1.1/TMessagesProj/src/main/java/org/telegram/messenger/CallReceiver.java,Telegram-6.1.1_1946,CallReceiver,30,0,1,0,0,False,False,2,True,False,2,2,5,2,0.0,True,False,False,True,False,public,0,0,0,False,Service Provider
1037,org.telegram.messenger.ChatObject,telegram-v6.1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,ChatObject,Telegram-v6.1.1/TMessagesProj/src/main/java/org/telegram/messenger/ChatObject.java,Telegram-6.1.1_1946,ChatObject,305,18,30,0,3,False,False,2,False,False,21,38,1,0,0.0,True,False,False,True,False,public,0,0,0,False,Service Provider
1038,org.telegram.messenger.ContactsController,telegram-v6.1.1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,ContactsController,Telegram-v6.1.1/TMessagesProj/src/main/java/org/telegram/messenger/ContactsController.java,Telegram-6.1.1_1946,ContactsController,2612,51,40,0,4,False,False,2,True,True,294,42,25,358,0.0,True,False,False,True,False,public,0,0,0,False,Controller
1039,org.telegram.messenger.CustomTabsCopyReceiver,telegram-v6.1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,CustomTabsCopyReceiver,Telegram-v6.1.1/TMessagesProj/src/main/java/org/telegram/messenger/CustomTabsCopyReceiver.java,Telegram-6.1.1_1946,CustomTabsCopyReceiver,26,0,1,0,0,False,False,4,True,False,1,2,4,2,0.0,True,False,False,True,False,public,0,0,0,False,Service Provider
1040,org.telegram.messenger.DocumentObject,telegram-v6.1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,DocumentObject,Telegram-v6.1.1/TMessagesProj/src/main/java/org/telegram/messenger/DocumentObject.java,Telegram-6.1.1_1946,DocumentObject,42,0,0,0,0,False,False,2,False,False,1,0,2,0,0.0,True,False,False,True,False,public,0,0,0,False,Service Provider
1041,org.telegram.messenger.DownloadController,telegram-v6.1.1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,DownloadController,Telegram-v6.1.1/TMessagesProj/src/main/java/org/telegram/messenger/DownloadController.java,Telegram-6.1.1_1946,DownloadController,1063,41,2,0,1,False,False,2,True,True,125,2,12,108,0.0,True,False,False,True,False,public,0,0,0,False,Controller
1042,org.telegram.messenger.DownloadObject,telegram-v6.1.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,DownloadObject,Telegram-v6.1.1/TMessagesProj/src/main/java/org/telegram/messenger/DownloadObject.java,Telegram-6.1.1_1946,DownloadObject,20,6,0,0,0,False,False,2,False,False,0,0,1,0,0.0,True,False,False,True,False,public,0,0,0,False,Information Holder
1043,org.telegram.messenger.Emoji,telegram-v6.1.1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,Emoji,Telegram-v6.1.1/TMessagesProj/src/main/java/org/telegram/messenger/Emoji.java,Telegram-6.1.1_1946,Emoji,672,14,15,0,2,False,False,1,False,False,67,19,23,59,0.0,True,False,False,True,False,public,0,0,0,False,Service Provider
1045,org.telegram.messenger.FileLoadOperation,telegram-v6.1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,FileLoadOperation,Telegram-v6.1.1/TMessagesProj/src/main/java/org/telegram/messenger/FileLoadOperation.java,Telegram-6.1.1_1946,FileLoadOperation,1869,90,37,6,8,False,False,3,False,False,240,38,17,142,0.0,True,False,False,True,False,public,0,0,0,False,Interfacer
1046,org.telegram.messenger.FileLoader,telegram-v6.1.1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,FileLoader,Telegram-v6.1.1/TMessagesProj/src/main/java/org/telegram/messenger/FileLoader.java,Telegram-6.1.1_1946,FileLoader,1291,33,61,5,24,False,False,2,True,False,182,137,15,121,0.0,True,False,False,True,False,public,0,0,0,False,Controller
1047,org.telegram.messenger.FileRefController,telegram-v6.1.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,FileRefController,Telegram-v6.1.1/TMessagesProj/src/main/java/org/telegram/messenger/FileRefController.java,Telegram-6.1.1_1946,FileRefController,991,6,19,0,11,False,False,3,True,True,124,53,7,107,0.0,True,False,False,True,False,public,0,0,0,False,Controller
1048,org.telegram.messenger.GoogleVoiceClientActivity,telegram-v6.1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,GoogleVoiceClientActivity,Telegram-v6.1.1/TMessagesProj/src/main/java/org/telegram/messenger/GoogleVoiceClientActivity.java,Telegram-6.1.1_1946,GoogleVoiceClientActivity,19,0,1,0,1,False,False,4,False,False,0,0,2,0,0.0,True,False,False,True,False,public,0,0,0,False,Service Provider
1049,org.telegram.messenger.GoogleVoiceClientService,telegram-v6.1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,GoogleVoiceClientService,Telegram-v6.1.1/TMessagesProj/src/main/java/org/telegram/messenger/GoogleVoiceClientService.java,Telegram-6.1.1_1946,GoogleVoiceClientService,55,0,1,0,0,False,False,4,False,False,6,3,5,3,0.0,True,False,False,True,False,public,0,0,0,False,Service Provider
1050,org.telegram.messenger.ImageLoader,telegram-v6.1.1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,ImageLoader,Telegram-v6.1.1/TMessagesProj/src/main/java/org/telegram/messenger/ImageLoader.java,Telegram-6.1.1_1946,ImageLoader,3400,78,15,2,0,False,False,2,True,False,445,21,54,342,0.0,True,False,False,True,False,public,0,0,0,False,Service Provider
1051,org.telegram.messenger.ImageLocation,telegram-v6.1.1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,ImageLocation,Telegram-v6.1.1/TMessagesProj/src/main/java/org/telegram/messenger/ImageLocation.java,Telegram-6.1.1_1946,ImageLocation,310,20,16,0,15,False,False,2,False,False,33,32,3,5,0.0,True,False,False,True,False,public,0,0,0,False,Service Provider
1052,org.telegram.messenger.ImageReceiver,telegram-v6.1.1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,ImageReceiver,Telegram-v6.1.1/TMessagesProj/src/main/java/org/telegram/messenger/ImageReceiver.java,Telegram-6.1.1_1946,ImageReceiver,1870,82,123,49,46,False,False,2,True,False,194,125,19,141,0.0,True,False,False,True,False,public,0,0,0,False,Controller
1053,org.telegram.messenger.Intro,telegram-v6.1.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Intro,Telegram-v6.1.1/TMessagesProj/src/main/java/org/telegram/messenger/Intro.java,Telegram-6.1.1_1946,Intro,24,0,0,0,0,False,False,1,False,False,0,0,0,0,0.0,True,False,False,True,False,public,0,0,0,False,Information Holder
1054,org.telegram.messenger.LinkifyPort,telegram-v6.1.1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,LinkifyPort,Telegram-v6.1.1/TMessagesProj/src/main/java/org/telegram/messenger/LinkifyPort.java,Telegram-6.1.1_1946,LinkifyPort,197,23,0,0,0,False,False,2,False,False,0,0,1,0,0.0,True,False,False,True,False,public,0,0,0,False,Information Holder
1055,org.telegram.messenger.LocaleController,telegram-v6.1.1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,LocaleController,Telegram-v6.1.1/TMessagesProj/src/main/java/org/telegram/messenger/LocaleController.java,Telegram-6.1.1_1946,LocaleController,2816,44,64,0,19,False,False,2,True,True,232,97,28,248,0.0,True,False,False,True,False,public,0,0,0,False,Controller
1056,org.telegram.messenger.LocationController,telegram-v6.1.1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,LocationController,Telegram-v6.1.1/TMessagesProj/src/main/java/org/telegram/messenger/LocationController.java,Telegram-6.1.1_1946,LocationController,1094,37,35,4,6,True,False,2,True,True,125,29,32,184,0.0,True,False,False,True,False,public,0,0,0,False,Controller
1057,org.telegram.messenger.MediaController,telegram-v6.1.1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,2,0,0,0,MediaController,Telegram-v6.1.1/TMessagesProj/src/main/java/org/telegram/messenger/MediaController.java,Telegram-6.1.1_1946,MediaController,3903,121,4,0,0,False,False,2,True,True,476,1,73,429,0.0,True,True,False,False,False,public,0,0,0,False,Controller
1058,org.telegram.messenger.MediaDataController,telegram-v6.1.1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,2,0,0,0,MediaDataController,Telegram-v6.1.1/TMessagesProj/src/main/java/org/telegram/messenger/MediaDataController.java,Telegram-6.1.1_1946,MediaDataController,5109,41,41,0,16,True,False,3,True,True,585,47,57,844,0.0,True,True,False,False,False,public,0,0,0,False,Controller
1059,org.telegram.messenger.MessageKeyData,telegram-v6.1.1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,2,MessageKeyData,Telegram-v6.1.1/TMessagesProj/src/main/java/org/telegram/messenger/MessageKeyData.java,Telegram-6.1.1_1946,MessageKeyData,102,2,1,0,0,False,False,3,False,False,2,4,1,20,0.0,True,False,False,True,False,public,0,0,0,False,Service Provider
1060,org.telegram.messenger.MessageObject,telegram-v6.1.1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,2,0,0,0,MessageObject,Telegram-v6.1.1/TMessagesProj/src/main/java/org/telegram/messenger/MessageObject.java,Telegram-6.1.1_1946,MessageObject,5225,91,201,4,51,False,False,2,False,False,720,145,45,342,0.0,True,False,False,True,False,public,0,0,0,False,Interfacer
1061,org.telegram.messenger.MessagesController,telegram-v6.1.1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,2,0,0,0,MessagesController,Telegram-v6.1.1/TMessagesProj/src/main/java/org/telegram/messenger/MessagesController.java,Telegram-6.1.1_1946,MessagesController,12559,224,11,0,7,True,False,2,True,True,1828,36,43,1378,0.0,True,False,False,True,False,public,0,0,0,False,Controller
1062,org.telegram.messenger.MessagesStorage,telegram-v6.1.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,MessagesStorage,Telegram-v6.1.1/TMessagesProj/src/main/java/org/telegram/messenger/MessagesStorage.java,Telegram-6.1.1_1946,MessagesStorage,10196,36,189,12,41,True,False,2,False,False,1304,411,27,1879,0.0,True,False,False,True,False,public,0,0,0,False,Interfacer
1063,org.telegram.messenger.MrzRecognizer,telegram-v6.1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,MrzRecognizer,Telegram-v6.1.1/TMessagesProj/src/main/java/org/telegram/messenger/MrzRecognizer.java,Telegram-6.1.1_1946,MrzRecognizer,780,0,13,0,2,False,False,2,True,False,59,18,15,42,0.0,True,False,False,True,False,public,0,0,0,False,Service Provider
1064,org.telegram.messenger.MusicPlayerReceiver,telegram-v6.1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,MusicPlayerReceiver,Telegram-v6.1.1/TMessagesProj/src/main/java/org/telegram/messenger/MusicPlayerReceiver.java,Telegram-6.1.1_1946,MusicPlayerReceiver,69,0,1,0,0,False,False,3,True,False,7,2,4,22,0.0,True,False,False,True,False,public,0,0,0,False,Service Provider
1065,org.telegram.messenger.MusicPlayerService,telegram-v6.1.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,MusicPlayerService,Telegram-v6.1.1/TMessagesProj/src/main/java/org/telegram/messenger/MusicPlayerService.java,Telegram-6.1.1_1946,MusicPlayerService,543,18,9,1,0,False,False,3,False,False,51,14,30,100,0.0,True,False,False,True,False,public,0,0,0,False,Interfacer
1066,org.telegram.messenger.NotificationCallbackReceiver,telegram-v6.1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,NotificationCallbackReceiver,Telegram-v6.1.1/TMessagesProj/src/main/java/org/telegram/messenger/NotificationCallbackReceiver.java,Telegram-6.1.1_1946,NotificationCallbackReceiver,29,0,1,0,0,False,False,3,True,False,1,2,3,1,0.0,True,False,False,True,False,public,0,0,0,False,Service Provider
1067,org.telegram.messenger.NotificationCenter,telegram-v6.1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NotificationCenter,Telegram-v6.1.1/TMessagesProj/src/main/java/org/telegram/messenger/NotificationCenter.java,Telegram-6.1.1_1946,NotificationCenter,396,165,11,2,3,False,False,2,True,False,28,13,3,19,0.0,True,False,False,True,False,public,0,0,0,False,Service Provider
1068,org.telegram.messenger.NotificationDismissReceiver,telegram-v6.1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,NotificationDismissReceiver,Telegram-v6.1.1/TMessagesProj/src/main/java/org/telegram/messenger/NotificationDismissReceiver.java,Telegram-6.1.1_1946,NotificationDismissReceiver,31,0,1,0,0,False,False,3,True,False,2,2,3,2,0.0,True,False,False,True,False,public,0,0,0,False,Service Provider
1069,org.telegram.messenger.NotificationRepeat,telegram-v6.1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,NotificationRepeat,Telegram-v6.1.1/TMessagesProj/src/main/java/org/telegram/messenger/NotificationRepeat.java,Telegram-6.1.1_1946,NotificationRepeat,33,0,1,0,0,False,False,2,False,False,1,1,2,2,0.0,True,False,False,True,False,public,0,0,0,False,Service Provider
1070,org.telegram.messenger.NotificationsController,telegram-v6.1.1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,NotificationsController,Telegram-v6.1.1/TMessagesProj/src/main/java/org/telegram/messenger/NotificationsController.java,Telegram-6.1.1_1946,NotificationsController,3879,46,38,4,6,False,False,2,True,True,600,58,55,458,0.0,True,False,False,True,False,public,0,0,0,False,Controller
1071,org.telegram.messenger.OpenChatReceiver,telegram-v6.1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,OpenChatReceiver,Telegram-v6.1.1/TMessagesProj/src/main/java/org/telegram/messenger/OpenChatReceiver.java,Telegram-6.1.1_1946,OpenChatReceiver,50,0,1,0,0,False,False,3,True,False,3,1,4,2,0.0,True,False,False,True,False,public,0,0,0,False,Service Provider
1072,org.telegram.messenger.PopupReplyReceiver,telegram-v6.1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,PopupReplyReceiver,Telegram-v6.1.1/TMessagesProj/src/main/java/org/telegram/messenger/PopupReplyReceiver.java,Telegram-6.1.1_1946,PopupReplyReceiver,25,0,1,0,0,False,False,3,True,False,1,2,3,2,0.0,True,False,False,True,False,public,0,0,0,False,Service Provider
1073,org.telegram.messenger.RefererReceiver,telegram-v6.1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,RefererReceiver,Telegram-v6.1.1/TMessagesProj/src/main/java/org/telegram/messenger/RefererReceiver.java,Telegram-6.1.1_1946,RefererReceiver,23,0,1,0,0,False,False,2,True,False,0,2,3,1,0.0,True,False,False,True,False,public,0,0,0,False,Service Provider
1074,org.telegram.messenger.ScreenReceiver,telegram-v6.1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,ScreenReceiver,Telegram-v6.1.1/TMessagesProj/src/main/java/org/telegram/messenger/ScreenReceiver.java,Telegram-6.1.1_1946,ScreenReceiver,36,0,1,0,0,False,False,2,True,False,3,2,4,3,0.0,True,False,False,True,False,public,0,0,0,False,Service Provider
1075,org.telegram.messenger.SecretChatHelper,telegram-v6.1.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,SecretChatHelper,Telegram-v6.1.1/TMessagesProj/src/main/java/org/telegram/messenger/SecretChatHelper.java,Telegram-6.1.1_1946,SecretChatHelper,1985,10,24,0,1,True,False,3,True,False,201,56,19,251,0.0,True,False,False,True,False,public,0,0,0,False,Service Provider
1076,org.telegram.messenger.SecureDocument,telegram-v6.1.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,SecureDocument,Telegram-v6.1.1/TMessagesProj/src/main/java/org/telegram/messenger/SecureDocument.java,Telegram-6.1.1_1946,SecureDocument,23,7,0,0,0,False,False,2,False,False,0,0,2,0,0.0,True,False,False,True,False,public,0,0,0,False,Information Holder
1077,org.telegram.messenger.SecureDocumentKey,telegram-v6.1.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,SecureDocumentKey,Telegram-v6.1.1/TMessagesProj/src/main/java/org/telegram/messenger/SecureDocumentKey.java,Telegram-6.1.1_1946,SecureDocumentKey,12,2,0,0,0,False,False,3,False,False,0,0,0,0,0.0,True,False,False,True,False,public,0,0,0,False,Information Holder
1078,org.telegram.messenger.SendMessagesHelper,telegram-v6.1.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,SendMessagesHelper,Telegram-v6.1.1/TMessagesProj/src/main/java/org/telegram/messenger/SendMessagesHelper.java,Telegram-6.1.1_1946,SendMessagesHelper,6611,15,24,0,2,False,False,3,True,False,925,62,53,816,0.0,True,False,False,True,False,public,0,0,0,False,Service Provider
